x,y,z
-1.2,1.1,0.0
-1.1,1.1,0.0
-1.0,1.1,0.0
-0.9,1.1,0.0
-0.8,1.1,0.0
-0.7,1.1,0.0
-0.6,1.1,0.000425989
-0.5,1.1,0.00598913
-0.4,1.1,0.019275
-0.3,1.1,0.0374473
-0.2,1.1,0.0550688
-0.1,1.1,0.0671028
0.0,1.1,0.0712093
0.1,1.1,0.0671028
0.2,1.1,0.0550688
0.3,1.1,0.0374473
0.4,1.1,0.019275
0.5,1.1,0.00598913
0.6,1.1,0.000425989
0.7,1.1,0.0
0.8,1.1,0.0
0.9,1.1,0.0
1.0,1.1,0.0
1.1,1.1,0.0
1.2,1.1,0.0
1.3,1.1,0.0
1.4,1.1,0.0
1.5,1.1,0.0
-1.5,1.2,0.0
-1.4,1.2,0.0
-1.3,1.2,0.0
-1.2,1.2,0.0
-1.1,1.2,0.0
-1.0,1.2,0.0
-0.9,1.2,0.0
-0.8,1.2,0.0
-0.7,1.2,0.0
-0.6,1.2,0.0
-0.5,1.2,0.0
-0.4,1.2,0.0
-0.3,1.2,0.0
-0.2,1.2,0.0
-0.1,1.2,0.0
0.0,1.2,0.0
0.1,1.2,0.0
0.2,1.2,0.0
0.3,1.2,0.0
0.4,1.2,0.0
0.5,1.2,0.0
0.6,1.2,0.0
0.7,1.2,0.0
0.8,1.2,0.0
0.9,1.2,0.0
1.0,1.2,0.0
1.1,1.2,0.0
1.2,1.2,0.0
1.3,1.2,0.0
1.4,1.2,0.0
1.5,1.2,0.0
-1.5,1.3,0.0
-1.4,1.3,0.0
-1.3,1.3,0.0
-1.2,1.3,0.0
-1.1,1.3,0.0
-1.0,1.3,0.0
-0.9,1.3,0.0
-0.8,1.3,0.0
-0.7,1.3,0.0
-0.6,1.3,0.0
-0.5,1.3,0.0
-0.4,1.3,0.0
-0.3,1.3,0.0
-0.2,1.3,0.0
-0.1,1.3,0.0
0.0,1.3,0.0
0.1,1.3,0.0
0.2,1.3,0.0
0.3,1.3,0.0
0.4,1.3,0.0
0.5,1.3,0.0
0.6,1.3,0.0
0.7,1.3,0.0
0.8,1.3,0.0
0.9,1.3,0.0
1.0,1.3,0.0
1.1,1.3,0.0
1.2,1.3,0.0
1.3,1.3,0.0
1.4,1.3,0.0
1.5,1.3,0.0
-1.5,1.4,0.0
-1.4,1.4,0.0
-1.3,1.4,0.0
-1.2,1.4,0.0
-1.1,1.4,0.0
-1.0,1.4,0.0
-0.9,1.4,0.0
-0.8,1.4,0.0
-0.7,1.4,0.0
-0.6,1.4,0.0
-0.5,1.4,0.0
-0.4,1.4,0.0
-0.3,1.4,0.0
-0.2,1.4,0.0
-0.1,1.4,0.0
0.0,1.4,0.0
0.1,1.4,0.0
0.2,1.4,0.0
0.3,1.4,0.0
0.4,1.4,0.0
0.5,1.4,0.0
0.6,1.4,0.0
0.7,1.4,0.0
0.8,1.4,0.0
0.9,1.4,0.0
1.0,1.4,0.0
1.1,1.4,0.0
1.2,1.4,0.0
1.3,1.4,0.0
1.4,1.4,0.0
1.5,1.4,0.0
-1.5,1.5,0.0
-1.4,1.5,0.0
-1.3,1.5,0.0
-1.2,1.5,0.0
-1.1,1.5,0.0
-1.0,1.5,0.0
-0.9,1.5,0.0
-0.8,1.5,0.0
-0.7,1.5,0.0
-0.6,1.5,0.0
-0.5,1.5,0.0
-0.4,1.5,0.0
-0.3,1.5,0.0
-0.2,1.5,0.0
-0.1,1.5,0.0
0.0,1.5,0.0
0.1,1.5,0.0
0.2,1.5,0.0
0.3,1.5,0.0
0.4,1.5,0.0
0.5,1.5,0.0
0.6,1.5,0.0
0.7,1.5,0.0
0.8,1.5,0.0
0.9,1.5,0.0
1.0,1.5,0.0
1.1,1.5,0.0
1.2,1.5,0.0
1.3,1.5,0.0
1.4,1.5,0.0
1.5,1.5,0.0
