x,y,z
-1.5,-1.5,0.0
-1.4,-1.5,0.0
-1.3,-1.5,0.0
-1.2,-1.5,0.0
-1.1,-1.5,0.0
-1.0,-1.5,0.0
-0.9,-1.5,0.0
-0.8,-1.5,0.0
-0.7,-1.5,0.0
-0.6,-1.5,0.0
-0.5,-1.5,0.0
-0.4,-1.5,0.0
-0.3,-1.5,0.0
-0.2,-1.5,0.0
-0.1,-1.5,0.0
0.0,-1.5,0.0
0.1,-1.5,0.0
0.2,-1.5,0.0
0.3,-1.5,0.0
0.4,-1.5,0.0
0.5,-1.5,0.0
0.6,-1.5,0.0
0.7,-1.5,0.0
0.8,-1.5,0.0
0.9,-1.5,0.0
1.0,-1.5,0.0
1.1,-1.5,0.0
1.2,-1.5,0.0
1.3,-1.5,0.0
1.4,-1.5,0.0
1.5,-1.5,0.0
-1.5,-1.4,0.0
-1.4,-1.4,0.0
-1.3,-1.4,0.0
-1.2,-1.4,0.0
-1.1,-1.4,0.0
-1.0,-1.4,0.0
-0.9,-1.4,0.0
-0.8,-1.4,0.0
-0.7,-1.4,0.0
-0.6,-1.4,0.0
-0.5,-1.4,0.0
-0.4,-1.4,0.0
-0.3,-1.4,0.0
-0.2,-1.4,0.0
-0.1,-1.4,0.0
0.0,-1.4,0.0
0.1,-1.4,0.0
0.2,-1.4,0.0
0.3,-1.4,0.0
0.4,-1.4,0.0
0.5,-1.4,0.0
0.6,-1.4,0.0
0.7,-1.4,0.0
0.8,-1.4,0.0
0.9,-1.4,0.0
1.0,-1.4,0.0
1.1,-1.4,0.0
1.2,-1.4,0.0
1.3,-1.4,0.0
1.4,-1.4,0.0
1.5,-1.4,0.0
-1.5,-1.3,0.0
-1.4,-1.3,0.0
-1.3,-1.3,0.0
-1.2,-1.3,0.0
-1.1,-1.3,0.0
-1.0,-1.3,0.0
-0.9,-1.3,0.0
-0.8,-1.3,0.0
-0.7,-1.3,0.0
-0.6,-1.3,0.0
-0.5,-1.3,0.0
-0.4,-1.3,0.0
-0.3,-1.3,0.0
-0.2,-1.3,0.0
-0.1,-1.3,0.0
0.0,-1.3,0.0
0.1,-1.3,0.0
0.2,-1.3,0.0
0.3,-1.3,0.0
0.4,-1.3,0.0
0.5,-1.3,0.0
0.6,-1.3,0.0
0.7,-1.3,0.0
0.8,-1.3,0.0
0.9,-1.3,0.0
1.0,-1.3,0.0
1.1,-1.3,0.0
1.2,-1.3,0.0
1.3,-1.3,0.0
1.4,-1.3,0.0
1.5,-1.3,0.0
-1.5,-1.2,0.0
-1.4,-1.2,0.0
-1.3,-1.2,0.0
-1.2,-1.2,0.0
-1.1,-1.2,0.0
-1.0,-1.2,0.0
-0.9,-1.2,0.0
-0.8,-1.2,0.0
-0.7,-1.2,0.0
-0.6,-1.2,0.0
-0.5,-1.2,0.0
-0.4,-1.2,0.0
-0.3,-1.2,0.0
-0.2,-1.2,0.0
-0.1,-1.2,0.0
0.0,-1.2,0.0
0.1,-1.2,0.0
0.2,-1.2,0.0
0.3,-1.2,0.0
0.4,-1.2,0.0
0.5,-1.2,0.0
0.6,-1.2,0.0
0.7,-1.2,0.0
0.8,-1.2,0.0
0.9,-1.2,0.0
1.0,-1.2,0.0
1.1,-1.2,0.0
1.2,-1.2,0.0
1.3,-1.2,0.0
1.4,-1.2,0.0
1.5,-1.2,0.0
-1.5,-1.1,0.0
-1.4,-1.1,0.0
-1.3,-1.1,0.0
-1.2,-1.1,0.0
-1.1,-1.1,0.0
-1.0,-1.1,0.0
-0.9,-1.1,0.0
-0.8,-1.1,0.0
-0.7,-1.1,0.0
-0.6,-1.1,0.0
-0.5,-1.1,0.0
-0.4,-1.1,0.0
-0.3,-1.1,0.000335621
-0.2,-1.1,0.00179081
-0.1,-1.1,0.00215783
0.0,-1.1,0.00216954
0.1,-1.1,0.00215783
0.2,-1.1,0.00179081
0.3,-1.1,0.000335621
0.4,-1.1,0.0
0.5,-1.1,0.0
0.6,-1.1,0.0
0.7,-1.1,0.0
0.8,-1.1,0.0
0.9,-1.1,0.0
1.0,-1.1,0.0
1.1,-1.1,0.0
1.2,-1.1,0.0
1.3,-1.1,0.0
1.4,-1.1,0.0
1.5,-1.1,0.0
-1.5,-1.0,0.0
-1.4,-1.0,0.0
-1.3,-1.0,0.0
-1.2,-1.0,0.0
-1.1,-1.0,0.0
-1.0,-1.0,0.0
-0.9,-1.0,0.0
-0.8,-1.0,0.0
-0.7,-1.0,0.0
-0.6,-1.0,0.00285626
-0.5,-1.0,0.0262803
-0.4,-1.0,0.0790571
-0.3,-1.0,0.155109
-0.2,-1.0,0.240322
-0.1,-1.0,0.313686
